Age_lt_33,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose:investment,Purpose:leisure,Purpose:personal,GoodCustomer
1,0,2,1,2,2,2278,18,0,1,0,0
1,0,2,1,0,0,5003,21,0,1,0,0
1,1,2,1,1,1,3552,24,0,0,1,0
1,1,1,1,1,2,1928,18,0,0,1,0
0,1,2,0,0,1,2964,24,0,1,0,1
1,1,1,1,1,1,1546,24,0,0,1,0
1,0,2,1,1,3,683,6,0,0,1,1
0,1,2,0,0,2,12389,36,0,1,0,0
0,1,3,1,0,2,4712,24,1,0,0,1
1,0,2,1,2,2,1553,24,0,0,1,1
0,1,2,1,1,1,1372,12,0,1,0,0
0,1,2,1,3,0,2578,24,0,0,1,1
0,1,2,1,0,2,3979,48,0,0,1,1
1,0,2,1,1,1,6758,48,0,0,1,0
1,0,1,1,1,1,3234,24,0,0,1,0
0,1,2,1,1,0,5954,30,0,0,1,1
1,0,3,1,0,0,5433,24,0,1,0,1
1,0,1,1,1,1,806,15,1,0,0,1
1,1,1,1,1,2,1082,9,0,0,1,1
1,0,2,1,1,0,2788,15,0,0,1,1
1,0,2,1,1,2,2930,12,0,0,1,1
1,0,2,1,0,0,1927,24,1,0,0,1
1,1,2,1,1,2,2820,36,0,1,0,0
1,1,1,1,1,0,937,24,1,0,0,1
1,1,2,1,1,2,1056,18,0,1,0,0
0,1,1,1,1,2,3124,12,0,1,0,1
1,0,2,1,1,0,1388,9,0,0,1,1
1,1,1,1,1,2,2384,36,0,0,1,0
0,0,3,0,0,0,2133,12,0,1,0,1
1,0,2,1,1,1,2039,18,0,0,1,0
0,1,2,1,1,1,2799,9,0,1,0,1
1,1,1,1,1,1,1289,12,0,0,1,1
0,1,1,1,1,1,1217,18,0,0,1,0
0,1,2,1,1,1,2246,12,0,0,1,0
0,0,1,1,1,1,385,12,0,0,1,1
0,0,2,1,0,2,1965,24,0,1,0,1
0,0,1,1,3,0,1572,21,1,0,0,1
1,0,1,1,1,2,2718,24,0,1,0,0
0,1,3,1,0,1,1358,24,0,1,0,0
1,0,1,1,2,2,931,6,0,1,0,0
1,0,2,1,1,1,1442,24,0,1,0,0
0,1,1,1,1,2,4241,24,1,0,0,0
1,1,2,1,1,0,2775,18,0,1,0,0
1,1,2,0,1,0,3863,24,1,0,0,1
0,0,2,1,1,2,2329,7,0,0,1,1
1,0,2,1,1,2,918,9,0,0,1,0
0,0,1,0,1,2,1837,24,1,0,0,0
1,0,3,1,1,0,3349,36,0,0,1,0
1,0,2,1,1,3,1275,10,0,0,1,1
1,1,2,1,4,1,2828,24,0,0,1,1
0,1,3,1,1,0,4526,24,1,0,0,1
0,0,2,0,2,2,2671,36,0,0,1,0
1,1,2,1,1,0,2051,18,0,0,1,1
0,1,2,0,0,0,1300,15,0,1,0,1
1,0,2,1,2,1,741,12,0,0,1,0
0,0,1,0,2,3,1240,10,0,1,0,0
1,0,2,1,3,1,3357,21,0,0,1,1
1,0,2,1,1,1,3632,24,0,1,0,1
1,0,2,1,1,0,1808,18,0,0,1,0
0,1,3,1,0,2,12204,48,1,0,0,1
1,1,3,0,0,2,9157,60,0,0,1,1
0,1,2,1,1,1,3676,6,0,1,0,1
1,0,2,1,2,2,3441,30,0,0,1,0
0,1,1,1,1,0,640,12,0,1,0,1
1,1,2,1,1,2,3652,21,1,0,0,1
1,1,2,1,1,0,1530,18,0,1,0,0
0,1,2,1,0,0,3914,48,1,0,0,0
1,0,2,1,1,1,1858,12,0,0,1,1
0,1,2,0,1,1,2600,18,0,0,1,0
0,1,2,1,0,0,1979,15,0,0,1,1
0,1,2,1,1,3,2116,6,0,0,1,1
1,1,2,1,2,2,1437,9,0,1,0,0
0,1,2,1,4,0,4042,42,0,0,1,1
0,1,1,1,0,0,3832,9,1,0,0,1
1,0,2,1,1,1,3660,24,0,0,1,1
0,1,2,1,1,1,1553,18,0,0,1,0
1,1,2,1,0,2,1444,15,0,0,1,1
1,0,2,1,1,0,1980,9,0,0,1,0
1,0,1,1,1,2,1355,24,0,1,0,0
0,1,2,1,1,0,1393,12,1,0,0,1
1,0,2,1,4,0,1376,24,0,0,1,1
1,1,2,1,1,0,15653,60,0,0,1,1
0,0,2,1,1,0,1493,12,0,0,1,1
1,1,2,1,1,1,4370,42,0,0,1,0
1,0,0,1,1,1,750,18,1,0,0,0
0,1,1,1,1,2,1308,15,0,0,1,1
0,1,3,1,2,0,4623,15,1,0,0,0
1,1,2,1,1,0,1851,24,0,0,1,1
1,1,3,1,1,1,1880,18,0,0,1,1
1,1,2,1,0,0,7980,36,1,0,0,0
1,1,2,1,1,1,4583,30,0,0,1,1
1,0,2,1,4,0,1386,12,0,1,0,0
0,1,2,0,1,3,947,24,0,1,0,0
0,1,1,1,1,1,684,12,1,0,0,0
0,1,3,0,1,1,7476,48,1,0,0,1
0,1,1,1,1,2,1922,12,0,0,1,0
0,1,2,1,1,1,2303,24,0,1,0,0
0,1,3,1,2,2,8086,36,0,1,0,0
0,1,2,1,1,0,2346,24,0,1,0,1
1,1,2,0,1,1,3973,14,0,1,0,1
0,1,1,1,1,2,888,12,0,1,0,0
0,1,2,1,0,0,10222,48,0,0,1,1
1,0,2,1,1,2,4221,30,1,0,0,1
0,1,2,1,1,2,6361,18,0,0,1,1
1,1,2,1,1,3,1297,12,0,0,1,1
1,1,2,1,0,1,900,12,0,1,0,0
0,1,2,1,1,0,2241,21,0,0,1,1
0,1,3,1,1,2,1050,6,0,0,1,1
0,0,1,1,1,3,1047,6,1,0,0,1
1,1,3,1,1,0,6314,24,0,1,0,1
0,1,2,1,3,2,3496,30,0,0,1,1
1,0,2,1,1,0,3609,48,1,0,0,1
0,1,2,1,1,1,4843,12,0,1,0,0
0,1,2,1,1,3,3017,30,0,0,1,1
1,1,1,1,2,0,4139,24,1,0,0,1
1,1,2,1,2,0,5742,36,1,0,0,1
0,1,3,1,1,0,10366,60,0,1,0,1
1,1,2,1,4,0,2080,6,0,1,0,1
0,1,1,1,4,0,2580,21,1,0,0,0
1,0,3,1,1,0,4530,30,0,0,1,1
1,1,2,1,1,0,5150,24,0,0,1,1
1,1,2,1,2,2,5595,72,0,0,1,0
0,1,1,1,1,1,2384,24,0,0,1,1
1,0,2,1,1,0,1453,18,0,0,1,1
0,0,2,1,1,0,1538,6,1,0,0,1
0,1,2,0,0,0,2279,12,0,0,1,1
1,1,2,1,1,0,1478,15,0,0,1,1
0,1,2,0,1,0,5103,24,0,0,1,1
1,1,1,1,2,2,9857,36,1,0,0,1
0,1,2,0,0,0,6527,60,0,1,0,1
1,1,2,1,0,3,1347,10,0,0,1,1
1,1,2,0,2,2,2862,36,0,1,0,1
0,1,2,1,2,0,2753,9,0,0,1,1
1,1,2,1,3,1,3651,12,0,1,0,1
1,1,2,1,1,1,975,15,0,0,1,1
1,0,1,1,2,2,2631,15,0,0,1,1
1,1,2,1,2,2,2896,24,0,0,1,1
0,1,1,1,0,1,4716,6,0,1,0,1
1,1,2,1,1,0,2284,24,0,0,1,1
0,1,2,1,4,0,1236,6,0,1,0,1
1,1,2,1,1,2,1103,12,0,0,1,1
0,0,0,1,1,0,926,12,0,1,0,1
1,1,2,1,1,0,1800,18,0,0,1,1
0,1,3,1,1,3,1905,15,1,0,0,1
1,0,1,1,4,0,1123,12,0,0,1,0
0,1,2,0,1,1,6331,48,0,1,0,0
0,0,2,0,2,3,1377,24,0,0,1,1
0,1,2,1,2,2,2503,30,1,0,0,1
1,0,2,1,1,2,2528,27,1,0,0,1
0,0,2,0,4,0,5324,15,0,1,0,1
1,1,2,1,2,2,6560,48,0,1,0,0
1,0,2,1,1,2,2969,12,0,0,1,0
1,0,2,1,1,2,1206,9,0,0,1,1
0,1,1,1,1,2,2118,9,0,0,1,1
1,1,3,1,4,0,629,18,0,0,1,1
0,0,2,0,1,1,1198,6,1,0,0,0
0,1,3,1,0,0,2476,21,0,1,0,1
1,1,1,1,1,1,1138,9,0,0,1,1
1,1,3,1,1,2,14027,60,0,1,0,0
0,1,2,1,0,0,7596,30,0,1,0,1
0,1,2,1,0,0,3077,30,0,0,1,1
1,1,3,0,1,0,1505,18,0,0,1,1
1,1,2,1,0,3,3148,24,0,0,1,1
1,1,2,1,2,2,6148,20,0,1,0,1
0,1,3,1,1,3,1337,9,0,0,1,0
1,0,2,1,3,2,433,6,1,0,0,0
1,0,1,1,1,1,1228,12,0,1,0,0
0,0,1,1,4,2,790,9,0,0,1,1
1,0,2,1,1,0,2570,27,0,1,0,0
0,0,1,1,3,0,250,6,0,1,0,1
0,1,1,1,4,0,1316,15,0,0,1,1
1,0,2,1,1,1,1882,18,0,0,1,0
0,0,2,1,1,2,6416,48,1,0,0,0
0,1,2,1,3,3,1275,24,1,0,0,1
1,1,2,1,1,2,6403,24,0,0,1,1
1,1,1,1,1,1,1987,24,0,0,1,0
0,0,1,1,1,2,760,8,0,0,1,1
1,0,2,1,3,0,2603,24,0,1,0,1
0,0,2,1,1,0,3380,4,0,1,0,1
1,0,0,1,0,2,3990,36,0,0,1,1
1,0,3,1,1,2,11560,24,0,1,0,0
0,1,1,1,2,1,4380,18,0,1,0,1
0,1,3,1,1,0,6761,6,0,1,0,1
1,0,1,1,2,2,4280,30,1,0,0,0
1,1,2,1,2,1,2325,24,0,1,0,1
1,1,1,1,1,2,1048,10,0,0,1,1
0,1,2,1,0,0,3160,21,0,0,1,1
1,1,2,1,4,1,2483,24,0,0,1,1
1,1,3,1,0,1,14179,39,0,0,1,1
1,1,1,1,1,1,1797,13,1,0,0,1
1,0,2,1,1,1,2511,15,0,1,0,1
0,0,1,1,1,1,1274,12,0,1,0,0
1,1,2,1,0,0,5248,21,0,1,0,1
1,1,2,1,1,0,3029,15,0,1,0,1
0,0,2,1,1,1,428,6,0,0,1,1
1,0,1,1,1,1,976,18,0,1,0,0
1,0,1,1,2,2,841,12,1,0,0,1
1,0,2,1,1,0,5771,30,0,0,1,1
0,1,2,0,3,0,1555,12,0,0,1,0
1,0,2,1,0,1,1285,24,0,1,0,0
0,1,0,1,1,3,1299,6,0,1,0,1
0,1,2,0,0,3,1271,15,0,0,1,0
1,1,2,1,1,0,1393,24,0,1,0,1
0,1,2,1,1,1,691,12,0,1,0,0
0,0,2,1,0,0,5045,15,0,1,0,1
1,0,2,1,1,1,2124,18,0,0,1,0
1,1,1,1,1,1,2214,12,0,0,1,1
1,1,3,0,0,0,12680,21,0,1,0,0
1,1,2,1,2,0,2463,24,0,1,0,1
0,1,1,1,1,2,1155,12,0,0,1,1
1,1,1,1,1,1,3108,30,0,0,1,0
1,0,2,1,0,0,2901,10,0,1,0,1
1,1,2,1,1,2,3617,12,0,0,1,1
0,1,1,1,1,0,1655,12,0,0,1,1
1,0,2,1,0,1,2812,24,0,1,0,1
1,0,3,1,1,1,8065,36,1,0,0,0
0,1,3,1,1,0,3275,21,0,1,0,1
0,1,2,1,2,0,2223,24,0,0,1,1
0,1,0,0,4,3,1480,12,0,1,0,1
1,0,2,1,0,1,1371,24,0,1,0,0
0,1,2,1,1,0,3535,36,0,1,0,1
1,0,2,1,1,1,3509,18,0,0,1,1
0,1,3,1,3,0,5711,36,0,1,0,1
0,0,2,1,1,2,3872,18,0,0,1,1
1,1,2,1,1,2,4933,39,0,0,1,0
0,1,2,1,3,0,1940,24,0,1,0,1
1,1,1,1,1,2,1410,12,1,0,0,1
1,0,1,1,2,2,836,12,0,1,0,0
0,1,3,1,0,2,6468,20,0,1,0,1
0,1,1,1,3,2,1941,18,1,0,0,1
0,1,2,1,4,0,2675,22,0,0,1,1
0,1,2,1,0,0,2751,48,0,1,0,1
0,1,2,0,1,2,6224,48,1,0,0,0
1,1,2,1,1,1,5998,40,1,0,0,0
0,0,2,1,1,2,1188,21,1,0,0,0
0,1,3,1,0,0,6313,24,0,1,0,1
1,1,2,1,0,0,1221,6,0,0,1,1
0,1,2,0,1,3,2892,24,0,0,1,1
1,1,2,1,4,0,3062,24,0,0,1,1
1,0,2,1,2,0,2301,9,0,0,1,1
0,1,2,0,0,1,7511,18,0,1,0,0
1,0,1,1,1,0,1258,12,0,0,1,1
0,1,2,1,0,0,717,24,0,1,0,1
0,1,0,1,0,2,1549,9,0,1,0,1
0,1,2,0,1,0,1597,24,1,0,0,1
0,0,1,1,1,2,1795,18,0,0,1,1
1,0,2,1,1,1,4272,20,0,0,1,1
0,1,2,1,0,0,976,12,0,0,1,1
1,0,0,1,0,2,7472,12,0,1,0,1
1,1,2,1,1,1,9271,36,0,1,0,0
1,1,1,1,1,2,590,6,0,0,1,1
0,1,2,1,0,0,930,12,0,0,1,1
0,1,3,0,1,2,9283,42,0,1,0,1
1,0,0,1,1,2,1778,15,0,1,0,0
1,1,2,1,1,2,907,8,1,0,0,1
1,1,1,1,1,2,484,6,0,0,1,1
1,1,2,1,1,1,9629,36,0,1,0,0
0,1,2,1,1,1,3051,48,0,0,1,0
0,1,2,0,1,1,3931,48,0,1,0,0
0,0,2,1,1,2,7432,36,0,1,0,1
0,1,2,1,4,0,1338,6,0,0,1,1
1,0,2,1,1,0,1554,6,0,0,1,1
0,1,3,1,1,1,15857,36,0,1,0,1
1,1,2,1,1,1,1345,18,0,0,1,0
1,1,2,1,1,0,1101,12,0,1,0,1
1,1,2,1,1,3,3016,12,0,0,1,1
0,1,2,1,1,1,2712,36,0,0,1,0
0,1,1,1,1,1,731,8,0,1,0,1
0,1,3,1,1,0,3780,18,0,0,1,1
1,1,2,1,1,1,1602,21,0,1,0,1
1,0,2,1,1,1,3966,18,0,1,0,0
0,1,2,1,1,0,4165,18,1,0,0,0
0,1,2,0,0,1,8335,36,0,1,0,0
0,1,2,0,0,2,6681,48,1,0,0,1
0,1,2,1,4,0,2375,24,1,0,0,1
1,0,2,1,1,1,1216,18,0,1,0,0
1,1,2,1,1,1,11816,45,1,0,0,0
0,0,2,1,0,2,5084,24,0,0,1,1
1,0,1,1,1,3,2327,15,0,0,1,0
0,1,2,1,1,1,1082,12,0,1,0,0
1,0,2,1,0,0,886,12,0,0,1,1
1,0,1,1,1,0,601,4,0,0,1,1
0,1,2,1,1,1,2957,24,0,1,0,1
0,1,2,1,1,0,2611,24,0,0,1,1
1,1,2,1,1,1,5179,36,0,0,1,0
1,1,1,1,1,0,2993,21,0,1,0,1
1,0,2,1,1,0,1943,18,0,0,1,0
0,1,2,1,1,0,1559,24,1,0,0,1
0,1,2,1,1,0,3422,18,0,0,1,1
0,1,2,1,0,2,3976,21,0,0,1,1
0,1,2,1,0,0,6761,18,0,1,0,0
1,1,2,1,1,0,1249,24,0,1,0,1
0,1,2,1,1,1,1364,9,0,0,1,1
0,1,1,1,1,1,709,12,0,0,1,0
1,1,2,1,1,1,2235,20,0,1,0,0
0,1,2,1,0,0,4042,24,0,1,0,1
0,1,2,0,1,0,1471,15,0,0,1,1
1,1,1,0,1,1,1442,18,0,1,0,0
0,1,2,1,1,0,10875,36,0,1,0,1
1,1,2,1,2,0,1474,24,0,1,0,1
0,0,2,1,0,0,894,10,1,0,0,1
1,1,2,0,1,0,3343,15,0,0,1,1
1,0,2,1,1,1,3959,15,0,1,0,0
1,1,2,1,2,0,3577,9,0,1,0,1
1,1,2,1,3,0,5804,24,0,1,0,1
1,1,2,1,1,0,2169,18,1,0,0,0
0,0,2,1,1,1,2439,24,0,0,1,0
1,1,1,1,3,0,4526,27,0,0,1,1
1,1,1,1,1,0,2210,10,0,0,1,0
1,0,2,1,4,0,2221,15,0,0,1,1
1,0,2,1,1,1,2389,18,0,0,1,1
0,1,2,1,1,0,3331,12,0,0,1,1
0,1,2,1,0,0,7409,36,1,0,0,1
1,0,2,1,1,1,652,12,0,0,1,1
0,0,2,1,4,0,7678,36,0,0,1,1
0,1,2,1,1,3,1343,6,0,1,0,1
1,1,2,1,2,1,1382,24,1,0,0,1
1,0,2,1,0,0,874,15,0,0,1,1
1,1,1,1,1,1,3590,12,0,0,1,1
0,0,2,1,3,2,1322,11,0,1,0,1
0,1,3,0,1,1,1940,18,0,0,1,1
1,1,2,1,1,0,3595,36,0,0,1,1
1,1,3,0,1,1,1422,9,0,1,0,0
0,1,2,1,0,0,6742,30,0,0,1,1
0,1,3,1,1,0,7814,24,0,1,0,1
0,1,2,0,0,0,9277,24,0,1,0,1
0,1,2,1,0,2,2181,30,0,1,0,1
0,0,0,1,1,0,1098,18,0,0,1,1
0,1,2,1,1,2,4057,24,0,0,1,0
0,0,2,1,1,1,795,12,1,0,0,0
0,1,2,1,0,2,2825,24,1,0,0,1
1,1,2,1,1,2,15672,48,1,0,0,0
0,1,3,1,1,0,6614,36,0,1,0,1
0,1,2,1,0,0,7824,28,0,1,0,1
0,1,3,1,1,1,2442,27,1,0,0,1
0,1,2,1,1,0,1829,15,0,0,1,1
0,1,1,1,1,1,2171,12,0,1,0,1
0,1,2,1,1,2,5800,36,0,1,0,1
1,1,2,1,0,0,1169,18,0,0,1,1
1,1,3,1,0,0,8947,36,0,1,0,1
1,0,3,1,1,1,2606,21,0,0,1,1
0,0,2,1,3,0,1592,12,0,0,1,1
1,0,1,1,0,0,2186,15,0,0,1,1
0,1,2,1,1,1,4153,18,0,0,1,0
0,1,2,1,1,1,2625,16,0,1,0,0
0,1,2,1,0,0,3485,20,0,1,0,1
0,1,2,0,0,0,10477,36,0,1,0,1
0,1,2,1,0,0,1386,15,0,0,1,1
0,1,3,1,1,0,1278,24,0,0,1,1
1,1,3,1,1,1,1107,12,0,0,1,1
1,1,1,1,0,1,3763,21,0,1,0,1
1,1,2,1,0,2,3711,36,1,0,0,1
0,0,1,1,1,0,3594,15,0,1,0,1
1,0,1,1,0,2,3195,9,0,1,0,1
0,0,2,1,1,0,4454,36,0,0,1,1
1,0,1,1,1,2,4736,24,0,0,1,0
1,0,2,1,0,2,2991,30,0,0,1,1
1,1,2,1,3,0,2142,11,1,0,0,1
1,1,2,1,1,1,3161,24,1,0,0,0
1,0,3,1,1,2,18424,48,0,1,0,0
1,1,2,1,2,0,2848,10,0,1,0,1
0,1,3,1,1,1,14896,6,0,1,0,0
1,1,2,1,2,1,2359,24,0,0,1,0
0,1,3,1,1,1,3345,24,0,0,1,0
1,0,2,1,1,0,1817,18,0,0,1,1
0,1,3,1,4,0,12749,48,0,0,1,1
1,0,2,1,1,1,1366,9,0,0,1,0
1,1,2,1,1,2,2002,12,0,1,0,1
0,1,2,1,1,1,6872,24,0,0,1,0
0,1,2,1,1,1,697,12,0,1,0,0
1,0,2,1,1,1,1049,18,0,0,1,1
0,1,2,0,1,1,10297,48,0,1,0,0
0,1,2,1,0,0,1867,30,0,0,1,1
0,1,1,1,1,1,1344,12,0,1,0,1
1,1,1,1,1,1,1747,24,0,0,1,1
1,0,2,1,1,2,1670,9,0,0,1,0
1,1,2,1,1,0,1224,9,0,1,0,1
0,1,2,1,4,0,522,12,0,0,1,1
1,0,2,1,1,1,1498,12,0,0,1,1
1,1,3,1,2,2,1919,30,0,0,1,0
1,0,1,1,1,3,745,9,0,0,1,0
1,1,3,1,1,2,2063,6,0,0,1,1
0,1,2,0,1,2,6288,60,1,0,0,0
0,1,3,1,0,0,6842,24,0,1,0,1
0,1,3,1,0,0,3527,12,0,1,0,1
1,1,1,1,1,0,1546,10,0,1,0,1
1,1,2,1,0,0,929,24,0,0,1,1
0,1,1,1,1,0,1455,4,0,1,0,1
0,0,2,1,1,1,1845,15,0,0,1,1
1,0,2,1,4,2,8358,48,0,1,0,1
1,1,2,0,4,1,3349,24,0,0,1,0
0,1,3,1,0,0,2859,12,0,1,0,1
0,1,1,1,1,0,1533,18,0,0,1,0
1,1,2,1,2,0,3621,24,0,0,1,0
0,1,0,1,1,2,3590,18,1,0,0,1
1,1,2,1,1,1,2145,36,1,0,0,0
1,0,2,1,4,2,4113,24,0,1,0,0
1,0,3,1,1,0,10974,36,0,0,1,0
1,0,2,1,1,1,1893,12,0,1,0,1
0,0,3,1,3,1,1231,24,0,0,1,1
0,1,1,1,0,3,3656,30,0,0,1,1
0,1,1,1,1,2,1154,9,0,0,1,1
0,1,1,1,1,1,4006,28,0,1,0,0
1,1,2,0,2,2,3069,24,0,0,1,1
1,1,2,1,1,0,1740,6,0,0,1,1
0,1,2,1,1,2,2353,21,0,1,0,1
1,1,2,1,0,0,3556,15,0,1,0,1
0,1,2,1,4,0,2397,24,0,0,1,0
1,1,1,1,1,2,454,6,0,0,1,1
1,0,2,1,0,2,1715,30,0,0,1,1
1,1,1,1,4,2,2520,27,0,0,1,0
0,0,3,1,1,0,3568,15,0,0,1,1
1,1,2,1,0,0,7166,42,0,0,1,1
0,1,1,1,1,1,3939,11,0,1,0,1
1,1,2,1,2,2,1514,15,0,0,1,1
0,1,1,1,1,0,7393,24,0,1,0,1
1,0,0,1,1,1,1193,24,0,1,0,0
0,1,2,1,1,1,7297,60,1,0,0,0
1,0,2,1,1,0,2831,30,0,0,1,1
0,0,1,1,4,3,1258,24,0,0,1,1
0,0,2,1,1,2,753,6,0,0,1,1
0,1,2,1,0,2,2427,18,1,0,0,1
0,1,1,1,1,0,2538,24,0,1,0,0
1,1,2,1,2,2,1264,15,0,1,0,0
0,1,2,1,1,2,8386,30,0,0,1,0
1,1,3,1,1,0,4844,48,1,0,0,0
1,0,3,1,2,3,2923,21,0,1,0,1
1,1,2,1,1,1,8229,36,0,1,0,0
1,1,1,1,1,0,2028,24,0,0,1,1
1,0,2,1,1,1,1433,15,0,0,1,1
1,1,2,1,1,3,6289,42,1,0,0,1
0,0,2,1,2,0,1409,13,0,0,1,1
1,1,3,0,1,1,6579,24,0,1,0,1
0,1,1,1,1,2,1743,24,0,0,1,1
0,1,1,1,0,0,3565,12,1,0,0,1
0,1,1,1,2,0,1569,15,0,0,1,1
1,1,1,1,0,1,1936,18,0,0,1,1
1,1,3,1,1,1,3959,36,0,0,1,1
0,1,2,1,0,0,2390,12,0,1,0,1
1,0,1,1,1,0,1736,12,0,0,1,1
0,1,3,1,1,1,3857,30,0,1,0,1
0,1,2,1,1,0,804,12,0,0,1,1
1,1,2,0,1,1,1845,45,0,0,1,0
1,1,2,1,2,2,4576,45,0,1,0,1
